,CIK,Company_Name,Filing,Date
26907,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2021-11-05
26908,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2021-08-06
26909,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2021-05-07
26910,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-K,2021-03-01
26911,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2020-11-06
26912,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2020-08-07
26913,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2020-05-08
26914,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-K,2020-02-28
26915,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2019-11-08
26916,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2019-08-09
26917,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2019-05-09
26918,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-K,2019-02-28
26919,1450923,Aberdeen Standard Gold ETF Trust (SGOL) (CIK 0001450923),10-Q,2018-11-09
26920,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2018-08-09
26921,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2018-05-04
26922,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K/A,2018-02-28
26923,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2018-02-27
26924,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2017-11-06
26925,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2017-08-07
26926,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2017-05-04
26927,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2017-02-27
26928,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2016-11-04
26929,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2016-08-05
26930,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2016-05-06
26931,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2016-02-29
26932,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2015-11-06
26933,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2015-08-06
26934,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2015-05-08
26935,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2015-03-02
26936,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2014-11-10
26937,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2014-08-11
26938,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q/A,2014-08-11
26939,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2014-05-12
26940,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2014-02-28
26941,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2013-11-08
26942,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2013-08-08
26943,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K/A,2013-06-04
26944,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2013-05-08
26945,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2013-02-28
26946,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2012-11-09
26947,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2012-05-10
26948,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2012-02-29
26949,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2011-11-09
26950,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2011-08-05
26951,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2011-05-10
26952,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2011-03-15
26953,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2010-11-12
26954,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2010-08-13
26955,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2010-05-17
26956,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-K,2010-03-31
26957,1450923,ETFS Gold Trust (SGOL) (CIK 0001450923),10-Q,2009-11-13
26958,1017875,ASD GROUP INC (CIK 0001017875),10-Q,2000-11-20
26959,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2022-11-07
26960,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2022-08-05
26961,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2022-05-06
26962,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2022-02-25
26963,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2021-11-05
26964,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2021-08-06
26965,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2021-05-07
26966,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2021-02-26
26967,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2020-11-06
26968,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2020-08-07
26969,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2020-05-08
26970,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2020-03-13
26971,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2019-11-08
26972,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2019-08-08
26973,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2019-05-09
26974,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2019-03-13
26975,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2018-11-08
26976,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2018-08-08
26977,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2018-05-10
26978,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2018-03-14
26979,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2017-11-06
26980,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2017-08-07
26981,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2017-05-05
26982,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2017-03-10
26983,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2016-11-07
26984,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2016-08-05
26985,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2016-05-04
26986,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2016-03-11
26987,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2015-11-13
26988,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2015-08-12
26989,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2015-05-13
26990,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2015-03-26
26991,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2014-11-14
26992,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2014-08-14
26993,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2014-05-15
26994,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2014-03-26
26995,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2013-11-14
26996,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2013-08-09
26997,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2013-05-15
26998,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2013-03-26
26999,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2012-11-15
27000,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2012-08-14
27001,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2012-05-15
27002,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2012-03-28
27003,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2011-11-14
27004,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2011-08-15
27005,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2011-05-16
27006,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-K,2011-03-30
27007,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2010-11-15
27008,1472494,"United States Brent Oil Fund, LP (BNO) (CIK 0001472494)",10-Q,2010-08-16
27009,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2022-11-10
27010,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2022-08-09
27011,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2022-06-15
27012,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2022-02-14
27013,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2021-11-04
27014,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2021-08-12
27015,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2021-07-08
27016,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2021-02-09
27017,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2020-11-16
27018,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2020-08-07
27019,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2020-06-22
27020,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2020-02-11
27021,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2019-11-18
27022,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2019-08-13
27023,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2019-07-12
27024,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2019-02-13
27025,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2018-11-05
27026,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2018-08-06
27027,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2018-06-29
27028,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2018-01-31
27029,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2017-11-03
27030,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2017-08-09
27031,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2017-06-29
27032,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2017-02-09
27033,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2016-11-09
27034,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2016-08-09
27035,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2016-07-14
27036,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2016-02-19
27037,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2015-11-05
27038,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2015-07-30
27039,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-K,2015-07-02
27040,1622057,Nascent Biotech Inc. (NBIO) (CIK 0001622057),10-Q,2015-02-13
27041,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2012-11-19
27042,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2012-08-27
27043,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2012-06-04
27044,1483173,Tops Holding Corp (CIK 0001483173),10-K,2012-03-29
27045,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2011-11-21
27046,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2011-08-29
27047,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2011-06-06
27048,1483173,Tops Holding Corp (CIK 0001483173),10-K,2011-03-31
27049,1483173,Tops Holding Corp (CIK 0001483173),10-Q,2010-11-22
27050,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2013-05-09
27051,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-K,2013-02-28
27052,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2012-11-08
27053,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2012-08-08
27054,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2012-05-10
27055,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-K,2012-03-14
27056,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2011-11-14
27057,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2011-08-12
27058,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2011-05-13
27059,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-K,2011-03-24
27060,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2010-11-12
27061,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2010-08-13
27062,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-Q,2010-05-14
27063,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-K/A,2010-05-12
27064,1443075,ISHARES DIVERSIFIED ALTERNATIVES TRUST (CIK 0001443075),10-K,2010-03-30
27065,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2022-11-07
27066,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2022-08-05
27067,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2022-05-06
27068,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2022-03-04
27069,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2021-11-05
27070,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2021-08-11
27071,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2021-05-12
27072,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2021-03-05
27073,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2020-11-13
27074,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2020-08-13
27075,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2020-05-14
27076,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2020-03-20
27077,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2019-11-13
27078,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2019-08-13
27079,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2019-05-14
27080,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2019-03-26
27081,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2018-11-13
27082,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2018-08-13
27083,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2018-05-15
27084,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2018-03-21
27085,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2017-11-13
27086,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2017-08-11
27087,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2017-05-12
27088,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2017-03-24
27089,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2016-11-10
27090,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2016-08-12
27091,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2016-05-11
27092,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2016-03-24
27093,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2015-11-13
27094,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2015-08-12
27095,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2015-05-13
27096,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2015-03-26
27097,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2014-11-14
27098,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2014-08-14
27099,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2014-05-15
27100,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2014-03-26
27101,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2013-11-14
27102,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2013-08-14
27103,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2013-05-15
27104,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2013-03-26
27105,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2012-11-15
27106,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2012-08-14
27107,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2012-05-15
27108,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2012-03-28
27109,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2011-11-14
27110,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2011-08-15
27111,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2011-05-16
27112,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2011-03-31
27113,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2010-11-15
27114,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2010-08-16
27115,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K/A,2010-05-24
27116,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2010-05-17
27117,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-K,2010-03-30
27118,1405513,"United States 12 Month Natural Gas Fund, LP (UNL) (CIK 0001405513)",10-Q,2009-12-23
27119,1460235,abrdn Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2022-11-04
27120,1460235,abrdn Platinum ETF Trust (PPLT) (CIK 0001460235),10-K/A,2022-09-29
27121,1460235,abrdn Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2022-08-05
27122,1460235,abrdn Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2022-05-09
27123,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-K,2022-03-01
27124,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2021-11-05
27125,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2021-08-06
27126,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2021-05-07
27127,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-K,2021-03-01
27128,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2020-11-06
27129,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2020-08-07
27130,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2020-05-08
27131,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-K,2020-02-28
27132,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2019-11-08
27133,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2019-08-09
27134,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2019-05-09
27135,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-K,2019-02-28
27136,1460235,Aberdeen Standard Platinum ETF Trust (PPLT) (CIK 0001460235),10-Q,2018-11-09
27137,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2018-08-09
27138,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2018-05-04
27139,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K/A,2018-02-28
27140,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2018-02-27
27141,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2017-11-06
27142,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2017-08-07
27143,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2017-05-04
27144,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2017-02-27
27145,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2016-11-04
27146,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2016-08-05
27147,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2016-05-06
27148,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2016-02-29
27149,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2015-11-06
27150,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2015-08-06
27151,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2015-05-08
27152,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2015-03-02
27153,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2014-11-10
27154,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2014-08-11
27155,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2014-05-12
27156,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2014-02-28
27157,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2013-11-08
27158,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2013-08-08
27159,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K/A,2013-06-03
27160,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2013-05-08
27161,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2013-02-28
27162,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2012-11-09
27163,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2012-05-10
27164,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2012-02-29
27165,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2011-11-09
27166,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2011-08-10
27167,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2011-05-13
27168,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-K,2011-03-28
27169,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2010-11-12
27170,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2010-08-13
27171,1460235,ETFS Platinum Trust (PPLT) (CIK 0001460235),10-Q,2010-05-17
27172,1459862,abrdn Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2022-11-04
27173,1459862,abrdn Palladium ETF Trust (PALL) (CIK 0001459862),10-K/A,2022-09-29
27174,1459862,abrdn Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2022-08-05
27175,1459862,abrdn Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2022-05-09
27176,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-K,2022-03-01
27177,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2021-11-05
27178,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2021-08-06
27179,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2021-05-07
27180,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-K,2021-03-01
27181,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2020-11-06
27182,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2020-08-07
27183,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2020-05-08
27184,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-K,2020-02-28
27185,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2019-11-08
27186,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2019-08-09
27187,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-Q,2019-05-09
27188,1459862,Aberdeen Standard Palladium ETF Trust (PALL) (CIK 0001459862),10-K,2019-02-28
