,CIK,Company_Name,Filing,Date,Hedge_Positive,Hedge_FalsePositive
891,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-11-14,1,
892,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-11-14,1,
893,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2000-11-14,1,
894,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2001-05-14,1,
895,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2001-08-14,1,
896,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2001-11-13,1,
897,886142,SPACELABS MEDICAL INC (CIK 0000886142),10-Q,2002-05-14,1,
898,887207,ULTRAMAR DIAMOND SHAMROCK CORP (CIK 0000887207),10-Q,2000-11-14,1,
899,887207,ULTRAMAR DIAMOND SHAMROCK CORP (CIK 0000887207),10-K,2001-03-21,1,
900,887207,ULTRAMAR DIAMOND SHAMROCK CORP (CIK 0000887207),10-Q,2001-05-11,1,
901,887207,ULTRAMAR DIAMOND SHAMROCK CORP (CIK 0000887207),10-Q,2001-08-14,1,
902,887207,ULTRAMAR DIAMOND SHAMROCK CORP (CIK 0000887207),10-Q/A,2001-08-23,1,
903,887207,ULTRAMAR DIAMOND SHAMROCK CORP (CIK 0000887207),10-Q,2001-11-14,1,
904,853323,LAWGIBB GROUP INC (CIK 0000853323),10-K,2001-03-29,1,
905,853323,LAWGIBB GROUP INC (CIK 0000853323),10-Q,2001-05-15,1,
906,853323,LAWGIBB GROUP INC (CIK 0000853323),10-Q,2001-08-15,1,
907,853323,LAWGIBB GROUP INC (CIK 0000853323),10-Q,2001-11-13,1,
908,1004938,DYNACARE INC (CIK 0001004938),10-K,2001-03-29,1,
909,1004938,DYNACARE INC (CIK 0001004938),10-Q,2001-05-08,1,
910,1004938,DYNACARE INC (CIK 0001004938),10-Q,2001-08-10,1,
911,1004938,DYNACARE INC (CIK 0001004938),10-Q,2001-11-14,1,
912,1004938,DYNACARE INC (CIK 0001004938),10-K,2002-03-26,1,
913,1004938,DYNACARE INC (CIK 0001004938),10-Q,2002-05-07,1,
914,889409,DISCOUNT AUTO PARTS INC (CIK 0000889409),10-K,2000-08-25,1,
915,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-K,2001-03-30,1,
916,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-Q,2001-05-09,1,
917,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-Q,2001-08-14,1,
918,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-Q,2001-11-14,1,
919,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-K,2002-03-27,1,
920,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-Q,2002-05-14,1,
921,888138,DEWOLFE COMPANIES INC (CIK 0000888138),10-Q,2002-08-09,1,
922,890662,FRITZ COMPANIES INC (CIK 0000890662),10-K,2000-08-15,1,
923,890662,FRITZ COMPANIES INC (CIK 0000890662),10-Q,2000-10-11,1,
924,890662,FRITZ COMPANIES INC (CIK 0000890662),10-Q,2001-01-16,1,
925,890662,FRITZ COMPANIES INC (CIK 0000890662),10-Q,2001-04-17,1,
926,891285,HA LO INDUSTRIES INC (CIK 0000891285),10-Q,2000-08-14,1,
927,890449,SOUTHWESTERN LIFE HOLDINGS INC (CIK 0000890449),10-Q,2000-11-14,1,
928,890449,SOUTHWESTERN LIFE HOLDINGS INC (CIK 0000890449),10-K,2001-04-09,1,
929,891329,ROTTLUND CO INC (CIK 0000891329),10-Q,2000-11-02,1,
930,891329,ROTTLUND CO INC (CIK 0000891329),10-Q,2001-02-05,1,
931,891329,ROTTLUND CO INC (CIK 0000891329),10-Q,2001-08-03,1,
932,891329,ROTTLUND CO INC (CIK 0000891329),10-Q,2001-11-07,1,
933,891329,ROTTLUND CO INC (CIK 0000891329),10-Q,2002-01-17,1,
934,1086093,SNAPPLE BEVERAGE GROUP INC (CIK 0001086093),10-Q,2000-08-21,1,
935,1531537,"BREF HR, LLC (CIK 0001531537)",10-K,2013-06-03,1,
936,1531537,"BREF HR, LLC (CIK 0001531537)",10-Q,2013-12-23,1,
937,1531537,"BREF HR, LLC (CIK 0001531537)",10-Q,2013-12-23,1,
938,1531537,"BREF HR, LLC (CIK 0001531537)",10-Q,2013-12-23,1,
939,1531537,"BREF HR, LLC (CIK 0001531537)",10-K,2013-12-23,1,
940,1531537,"BREF HR, LLC (CIK 0001531537)",10-K,2014-05-09,1,
941,1531537,"BREF HR, LLC (CIK 0001531537)",10-Q,2014-05-09,1,
942,1531537,"BREF HR, LLC (CIK 0001531537)",10-Q,2014-05-09,1,
943,1531537,"BREF HR, LLC (CIK 0001531537)",10-Q,2014-05-09,1,
944,1531537,"BREF HR, LLC (CIK 0001531537)",10-K/A,2015-02-03,1,
945,1531537,"BREF HR, LLC (CIK 0001531537)",10-K,2015-04-14,1,
946,841466,CATALYTICA INC (CIK 0000841466),10-Q,2000-08-14,1,
947,841466,CATALYTICA INC (CIK 0000841466),10-Q,2000-11-14,1,
948,896495,BLACK HAWK GAMING & DEVELOPMENT CO INC (CIK 0000896495),10-Q,2000-08-10,1,
949,896495,BLACK HAWK GAMING & DEVELOPMENT CO INC (CIK 0000896495),10-Q,2000-11-08,1,
950,896495,BLACK HAWK GAMING & DEVELOPMENT CO INC (CIK 0000896495),10-Q,2001-05-18,1,
951,896495,BLACK HAWK GAMING & DEVELOPMENT CO INC (CIK 0000896495),10-Q,2001-08-10,1,
952,896495,BLACK HAWK GAMING & DEVELOPMENT CO INC (CIK 0000896495),10-Q/A,2001-08-30,1,
953,896495,BLACK HAWK GAMING & DEVELOPMENT CO INC (CIK 0000896495),10-Q,2001-11-13,1,
954,899630,NATIONAL HOME CENTERS INC (CIK 0000899630),10-K,2001-04-30,1,
955,893817,RESOURCE BANCSHARES MORTGAGE GROUP INC (CIK 0000893817),10-K,2001-04-02,1,
956,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2000-08-14,1,
957,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2000-08-14,1,
958,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2000-11-13,1,
959,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-K/A,2001-04-12,1,
960,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2001-05-15,1,
961,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2001-08-14,1,
962,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2001-11-14,1,
963,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2001-11-14,1,
964,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-K,2002-04-01,1,
965,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2002-05-14,1,
966,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2002-08-14,1,
967,899757,KONOVER PROPERTY TRUST INC (CIK 0000899757),10-Q,2002-11-14,1,
968,750339,AMERICAN SAFETY RAZOR CO (CIK 0000750339),10-Q,2000-08-11,1,
969,750339,AMERICAN SAFETY RAZOR CO (CIK 0000750339),10-Q,2000-11-09,1,
970,750339,AMERICAN SAFETY RAZOR CO (CIK 0000750339),10-K,2001-03-28,1,
971,750339,AMERICAN SAFETY RAZOR CO (CIK 0000750339),10-Q,2001-05-08,1,
972,750339,AMERICAN SAFETY RAZOR CO (CIK 0000750339),10-Q,2001-08-09,1,
973,750339,AMERICAN SAFETY RAZOR CO (CIK 0000750339),10-Q,2001-11-13,1,
974,919008,CONSOLTEX INC/ CA (CIK 0000919008),10-K,2001-04-16,1,
975,919008,CONSOLTEX INC/ CA (CIK 0000919008),10-K,2001-04-16,1,
976,919008,CONSOLTEX INC/ CA (CIK 0000919008),10-K,2001-04-16,1,
977,919008,CONSOLTEX INC/ CA (CIK 0000919008),10-K,2001-04-16,1,
978,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2000-08-11,1,
979,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-K,2000-12-20,1,
980,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2001-02-14,1,
981,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2001-05-15,1,
982,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2001-08-14,1,
983,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2002-02-14,1,
984,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2002-05-14,1,
985,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2002-08-14,1,
986,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-K,2002-12-19,1,
987,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2003-02-14,1,
988,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2003-05-15,1,
989,897941,ST FRANCIS CAPITAL CORP (CIK 0000897941),10-Q,2003-08-14,1,
990,905035,REGAL CINEMAS INC (CIK 0000905035),10-Q,2000-08-14,1,
991,905035,REGAL CINEMAS INC (CIK 0000905035),10-Q,2000-11-13,1,
992,905035,REGAL CINEMAS INC (CIK 0000905035),10-K,2001-03-28,1,
993,905035,REGAL CINEMAS INC (CIK 0000905035),10-Q,2001-05-14,1,
994,905035,REGAL CINEMAS INC (CIK 0000905035),10-Q,2001-08-13,1,
995,905035,REGAL CINEMAS INC (CIK 0000905035),10-Q,2001-11-13,1,
996,905035,REGAL CINEMAS INC (CIK 0000905035),10-Q,2001-11-13,1,
997,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-Q,2000-08-11,1,
998,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-Q,2000-11-13,1,
999,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-K,2001-03-16,1,
1000,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-Q,2001-08-10,1,
1001,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-Q,2001-11-14,1,
1002,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-K,2002-02-21,1,
1003,809352,MISSISSIPPI VALLEY BANCSHARES INC (CIK 0000809352),10-Q,2002-08-13,1,
1004,906609,MORGAN GROUP INC (CIK 0000906609),10-Q,2000-08-15,1,
1005,906609,MORGAN GROUP INC (CIK 0000906609),10-Q,2000-11-14,1,
1006,906196,MOTOR COACH INDUSTRIES INTERNATIONAL INC (CIK 0000906196),10-Q,2000-08-21,1,
1007,906196,MOTOR COACH INDUSTRIES INTERNATIONAL INC (CIK 0000906196),10-Q,2000-08-21,1,
1008,912737,BLC FINANCIAL SERVICES INC (CIK 0000912737),10-K,2000-09-28,1,
1009,907077,URBAN SHOPPING CENTERS INC (CIK 0000907077),10-Q,2000-08-11,1,
1010,911644,CROSSMANN COMMUNITIES INC (CIK 0000911644),10-Q,2001-05-15,1,
1011,913159,MBC HOLDING CO (CIK 0000913159),10-Q,2001-08-14,1,
1012,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2000-08-14,1,
1013,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2000-11-14,1,
1014,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2000-11-14,1,
1015,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2000-11-14,1,
1016,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2001-08-16,1,
1017,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2001-09-11,1,
1018,932140,E SPIRE COMMUNICATIONS INC (CIK 0000932140),10-Q,2001-11-15,1,
1019,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2000-08-14,1,
1020,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2000-11-13,1,
1021,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2001-05-10,1,
1022,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2001-05-10,1,
1023,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2001-08-13,1,
1024,912264,LOUIS DREYFUS NATURAL GAS CORP (CIK 0000912264),10-Q,2001-08-13,1,
1025,911361,SPIEKER PROPERTIES INC (CIK 0000911361),10-K,2001-03-23,1,
1026,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-Q,2000-08-14,1,
1027,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-K,2002-04-01,1,
1028,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-K,2003-03-31,1,
1029,912393,CHATEAU COMMUNITIES INC (CIK 0000912393),10-K,2003-03-31,1,
1030,913056,AXYS PHARMECUETICALS INC (CIK 0000913056),10-Q,2000-11-14,1,
1031,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-K,2001-03-30,1,
1032,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-Q,2001-05-14,1,
1033,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-Q,2001-08-14,1,
1034,913056,AXYS PHARMACEUTICALS INC (CIK 0000913056),10-Q,2001-11-14,1,
1035,913061,TV GUIDE INC (CIK 0000913061),10-Q,2000-11-14,1,
1036,870978,CLINTRIALS RESEARCH INC (CIK 0000870978),10-Q,2000-08-10,1,
1037,913599,ENCAD INC (CIK 0000913599),10-Q,2000-08-14,1,
1038,913599,ENCAD INC (CIK 0000913599),10-Q,2000-11-14,1,
1039,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2002-08-14,1,
1040,913292,CENTER TRUST INC (CIK 0000913292),10-Q,2002-11-14,1,
1041,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-K,2000-09-28,1,
1042,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-Q,2000-11-14,1,
1043,854694,QUORUM HEALTH GROUP INC (CIK 0000854694),10-Q,2001-02-09,1,
1044,910522,HALLMARK CAPITAL CORP (CIK 0000910522),10-K,2000-09-22,1,
1045,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q,2000-11-14,1,
1046,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q,2001-02-14,1,
1047,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01,1,
1048,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01,1,
1049,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01,1,
1050,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q/A,2001-05-01,1,
1051,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-K/A,2001-05-01,1,
1052,910522,LEDGER CAPITAL CORP (CIK 0000910522),10-Q,2001-05-15,1,
1053,912428,WESTERFED FINANCIAL CORP (CIK 0000912428),10-Q,2000-08-11,1,
1054,912428,WESTERFED FINANCIAL CORP (CIK 0000912428),10-Q,2000-11-06,1,
1055,1005126,COMMONWEALTH BANCORP INC (CIK 0001005126),10-K,2001-03-16,1,
1056,914923,ANCHOR GAMING (CIK 0000914923),10-K,2000-09-28,1,
1057,914923,ANCHOR GAMING (CIK 0000914923),10-K/A,2000-10-27,1,
1058,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2000-11-14,1,
1059,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2001-02-13,1,
1060,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2001-05-15,1,
1061,914923,ANCHOR GAMING (CIK 0000914923),10-K,2001-09-07,1,
1062,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2001-11-14,1,
1063,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2002-02-12,1,
1064,914923,ANCHOR GAMING (CIK 0000914923),10-Q,2002-05-14,1,
1065,913888,VIDEO SERVICES CORP (CIK 0000913888),10-K,2000-08-31,1,
1066,913888,VIDEO SERVICES CORP (CIK 0000913888),10-K,2000-08-31,1,
1067,913888,VIDEO SERVICES CORP (CIK 0000913888),10-Q,2000-11-13,1,
1068,913358,TATHAM OFFSHORE INC (CIK 0000913358),10-K,2000-09-28,1,
1069,914022,HARVEYS CASINO RESORTS (CIK 0000914022),10-Q,2000-07-14,1,
1070,914022,HARVEYS CASINO RESORTS (CIK 0000914022),10-Q,2000-10-16,1,
1071,914022,HARVEYS CASINO RESORTS (CIK 0000914022),10-K,2001-02-28,1,
1072,914022,HARVEYS CASINO RESORTS (CIK 0000914022),10-Q,2001-04-16,1,
1073,914022,HARVEYS CASINO RESORTS (CIK 0000914022),10-Q,2001-07-16,1,
1074,914022,HARVEYS CASINO RESORTS (CIK 0000914022),10-Q,2001-07-16,1,
1075,918112,NEUROBIOLOGICAL TECHNOLOGIES INC /CA/ (CIK 0000918112),10-Q,2005-11-09,1,
1076,916614,IVC INDUSTRIES INC (CIK 0000916614),10-K,2000-10-27,1,
1077,918642,TRIPLE S PLASTICS INC (CIK 0000918642),10-K,2001-05-30,1,
1078,918642,TRIPLE S PLASTICS INC (CIK 0000918642),10-Q,2001-08-14,1,
1079,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2000-07-24,1,
1080,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2000-08-14,1,
1081,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2000-11-14,1,
1082,916836,JDN REALTY CORP (CIK 0000916836),10-K,2001-04-02,1,
1083,916836,JDN REALTY CORP (CIK 0000916836),10-K,2001-04-02,1,
1084,916836,JDN REALTY CORP (CIK 0000916836),10-K,2001-04-02,1,
1085,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2001-05-15,1,
1086,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2001-08-14,1,
1087,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2001-11-13,1,
1088,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2002-05-07,1,
1089,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2002-08-07,1,
1090,916836,JDN REALTY CORP (CIK 0000916836),10-Q,2002-11-14,1,
1091,919004,SMITH CHARLES E RESIDENTIAL REALTY INC (CIK 0000919004),10-K,2001-03-20,1,
1092,919004,SMITH CHARLES E RESIDENTIAL REALTY INC (CIK 0000919004),10-K,2001-03-20,1,
1093,918252,VASTAR RESOURCES INC (CIK 0000918252),10-K/A,2000-08-17,1,
1094,908527,FRANCHISE FINANCE CORP OF AMERICA (CIK 0000908527),10-Q,2000-08-14,1,
1095,908527,FRANCHISE FINANCE CORP OF AMERICA (CIK 0000908527),10-Q,2000-11-14,1,
1096,908527,FRANCHISE FINANCE CORP OF AMERICA (CIK 0000908527),10-K,2001-03-19,1,
1097,908527,FRANCHISE FINANCE CORP OF AMERICA (CIK 0000908527),10-Q,2001-05-14,1,
1098,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2000-08-14,1,
1099,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2001-05-14,1,
1100,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2001-05-14,1,
1101,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2001-08-14,1,
1102,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2001-08-14,1,
1103,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2001-11-14,1,
1104,922471,BUDGET GROUP INC (CIK 0000922471),10-K,2002-04-10,1,
1105,922471,BUDGET GROUP INC (CIK 0000922471),10-K,2002-04-10,1,
1106,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2002-05-15,1,
1107,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2002-11-14,1,
1108,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2002-11-14,1,
1109,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2002-11-14,1,
1110,922471,BUDGET GROUP INC (CIK 0000922471),10-Q,2002-11-14,1,
1111,928156,QUALITY STORES INC (CIK 0000928156),10-Q,2001-06-06,1,
1112,928156,QUALITY STORES INC (CIK 0000928156),10-Q,2001-09-18,1,
1113,1068725,COMMUNITY SAVINGS BANKSHARES INC /DE/ (CIK 0001068725),10-K,2001-03-26,1,
1114,928950,CHASE INDUSTRIES INC (CIK 0000928950),10-K,2002-04-01,1,
1115,930795,CANNONDALE CORP / (CIK 0000930795),10-K,2000-09-29,1,
1116,930795,CANNONDALE CORP / (CIK 0000930795),10-K,2001-09-28,1,
1117,930795,CANNONDALE CORP / (CIK 0000930795),10-K,2002-09-27,1,
1118,930795,CANNONDALE CORP / (CIK 0000930795),10-K/A,2002-11-12,1,
1119,930542,INTERLOGIX INC (CIK 0000930542),10-Q,2000-08-15,1,
1120,930542,INTERLOGIX INC (CIK 0000930542),10-Q,2000-08-15,1,
1121,930542,INTERLOGIX INC (CIK 0000930542),10-Q,2000-11-13,1,
1122,930542,INTERLOGIX INC (CIK 0000930542),10-Q,2001-05-10,1,
1123,930542,INTERLOGIX INC (CIK 0000930542),10-Q,2001-08-03,1,
1124,930542,INTERLOGIX INC (CIK 0000930542),10-Q,2001-11-09,1,
1125,932130,NABISCO HOLDINGS CORP (CIK 0000932130),10-K/A,2000-10-03,1,
1126,932130,NABISCO HOLDINGS CORP (CIK 0000932130),10-K/A,2000-10-03,1,
1127,911167,ARIEL CORP (CIK 0000911167),10-Q,2000-11-13,1,
1128,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q,2000-08-11,1,
1129,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q/A,2000-11-14,1,
1130,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q/A,2000-11-14,1,
1131,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q,2000-11-14,1,
1132,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-K,2001-04-02,1,
1133,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-K/A,2001-04-27,1,
1134,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q,2001-05-14,1,
1135,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q,2001-07-31,1,
1136,936372,LIBERTY FINANCIAL COMPANIES INC /MA/ (CIK 0000936372),10-Q,2001-11-08,1,
1137,934884,CAMERON FINANCIAL CORP /DE/ (CIK 0000934884),10-K,2000-12-29,1,
1138,934884,CAMERON FINANCIAL CORP /DE/ (CIK 0000934884),10-K/A,2000-12-29,1,
1139,1051345,VIB CORP (CIK 0001051345),10-K,2002-03-20,1,
1140,926861,FIRST WASHINGTON REALTY TRUST INC (CIK 0000926861),10-Q,2000-08-10,1,
1141,926861,FIRST WASHINGTON REALTY TRUST INC (CIK 0000926861),10-Q,2000-08-10,1,
1142,926861,FIRST WASHINGTON REALTY TRUST INC (CIK 0000926861),10-Q,2000-11-14,1,
1143,1419041,"Tocagen Inc (FBRX, TOCA) (CIK 0001419041)",10-Q,2018-08-09,1,
1144,1831651,"Shoals Technologies Group, Inc. (SHLS) (CIK 0001831651)",10-Q,2021-11-10,1,
1145,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-K,2021-03-31,1,
1146,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q,2021-05-17,1,
1147,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q/A,2021-06-15,1,
1148,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q,2021-08-16,1,
1149,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q,2021-11-15,1,
1150,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-K,2022-03-16,1,
1151,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q,2022-05-10,1,
1152,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q,2022-08-09,1,
1153,1826600,"Montauk Renewables, Inc. (MNTK) (CIK 0001826600)",10-Q,2022-11-09,1,
1154,1828443,Ortho Clinical Diagnostics Holdings plc (OCDX) (CIK 0001828443),10-K,2021-03-19,1,
1155,1828443,Ortho Clinical Diagnostics Holdings plc (OCDX) (CIK 0001828443),10-Q,2021-05-18,1,
1156,1828443,Ortho Clinical Diagnostics Holdings plc (OCDX) (CIK 0001828443),10-Q,2021-08-09,1,
1157,1828443,Ortho Clinical Diagnostics Holdings plc (OCDX) (CIK 0001828443),10-Q,2021-11-08,1,
1158,1828443,Ortho Clinical Diagnostics Holdings plc (OCDX) (CIK 0001828443),10-K,2022-03-08,1,
1159,1828443,Ortho Clinical Diagnostics Holdings plc (OCDX) (CIK 0001828443),10-Q,2022-05-10,1,
1160,1721386,"Landsea Homes Corp (LFAC, LSEA, LFACU, LFACW, LSEAW) (CIK 0001721386)",10-K,2021-03-12,1,
1161,1721386,"Landsea Homes Corp (LSEA, LSEAW) (CIK 0001721386)",10-Q,2021-05-17,1,
1162,1721386,"Landsea Homes Corp (LSEA, LSEAW) (CIK 0001721386)",10-K/A,2021-07-06,1,
1163,1721386,"Landsea Homes Corp (LSEA, LSEAW) (CIK 0001721386)",10-K,2022-03-16,1,
1164,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2021-05-13,1,
1165,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2021-05-13,1,
1166,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2021-08-16,1,
1167,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2021-08-16,1,
1168,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2021-11-09,1,
1169,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-K,2022-03-01,1,
1170,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2022-05-10,1,
1171,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2022-08-09,1,
1172,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2022-08-09,1,
1173,1783398,"UWM Holdings Corp (UWMC, UWMC-WT) (CIK 0001783398)",10-Q,2022-11-04,1,
1174,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-K,2021-03-12,1,
1175,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2021-05-13,1,
1176,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2021-08-11,1,
1177,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2021-11-05,1,
1178,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-K,2022-03-17,1,
1179,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-K,2022-03-17,1,
1180,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-K,2022-03-17,1,
1181,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-05-12,1,
1182,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-05-12,1,
1183,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-08-11,1,
1184,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-08-11,1,
1185,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-08-11,1,
